frames,completion,deadline_completion,frame_success,frame_deadline_success,accepted_frames,deadline_frames,total_latency_ns,p50_ms,p95_ms,p99_ms,first_failure_frame,successful_prefix,first_failure_reason,failure_reasons,backup_rate,optimized_command_rate,changed_from_backup_rate,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,normalized_tolerance_p95,max_accepted_step_utilization,acceleration_rms,velocity_change_rms,accepted_contract_violations,optimization_call_rate,mean_conic_calls,intervention_normalized_mean,intervention_normalized_p95,unchanged_given_legal_backup,accepted_near_tolerance_rate,direct_return_rate,direct_extra_p50_ms,demand_coverage,demand_met_rate,robot,uid,site_id,family,method,repeat,run_id,raw_file
150,True,True,1.0,1.0,150,150,139225003,0.811673,1.11497625,3.6939869699999908,,150,,{},1.0,1.0,0.0,0.00015407501020505408,0.00015741021665113033,0.00020213066385443618,0.0002071432122749063,0.15407501020505407,0.29217595023908166,0.7639065356516695,0.015278130713033392,0,0.8266666666666667,0.8266666666666667,0.0,0.0,1.0,0.0,0.17333333333333334,0.4490135,0.9932885906040269,0.17333333333333334,panda,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,cr_ik_minimal_fixed,0,panda_trajectory_00_cr_ik_minimal_fixed_r0,runs/panda_trajectory_00_cr_ik_minimal_fixed_r0.jsonl.gz
150,True,True,1.0,1.0,150,150,114419673,0.799747,0.8445987499999996,0.9141392899999999,,150,,{},1.0,1.0,0.0,0.00015407501020505408,0.00015741021665113033,0.00020213066385443618,0.0002071432122749063,0.15407501020505407,0.29217595023908166,0.7639065356516695,0.015278130713033392,0,0.8266666666666667,0.8266666666666667,0.0,0.0,1.0,0.0,0.17333333333333334,0.3398435,0.9932885906040269,0.17333333333333334,panda,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,cr_ik_minimal_fixed,1,panda_trajectory_00_cr_ik_minimal_fixed_r1,runs/panda_trajectory_00_cr_ik_minimal_fixed_r1.jsonl.gz
150,True,True,1.0,1.0,150,150,120961675,0.8163355,0.9264931999999999,1.29154719,,150,,{},1.0,1.0,0.0,0.00015484488376963976,0.0004750805240857134,0.00020332281633453648,0.003585092997735285,0.15484488376963973,0.29217595023908166,1.0765980333414995,0.02153196066682999,0,0.8266666666666667,0.8266666666666667,0.0,0.0,1.0,0.0,0.17333333333333334,0.340819,0.9932885906040269,0.17333333333333334,panda,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,cr_ik_minimal_fixed,2,panda_trajectory_00_cr_ik_minimal_fixed_r2,runs/panda_trajectory_00_cr_ik_minimal_fixed_r2.jsonl.gz
150,True,True,1.0,1.0,150,150,136913941,0.833132,1.1773765999999999,1.2661325799999998,,150,,{},1.0,1.0,0.0,0.00015553888501760308,0.0005684093789057972,0.00020432666371139827,0.0054936104112633735,0.15553888501760307,0.2921757087562082,1.6639450460000127,0.03327890092000025,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.5906040268456376,0.8733333333333333,panda,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,cr_ik_minimal_no_shortcut,0,panda_trajectory_00_cr_ik_minimal_no_shortcut_r0,runs/panda_trajectory_00_cr_ik_minimal_no_shortcut_r0.jsonl.gz
150,True,True,1.0,1.0,150,150,125598046,0.822875,0.9464650999999998,1.1063328199999998,,150,,{},1.0,1.0,0.0,0.00015407501020505408,0.00015741021665113033,0.00020213066385443618,0.0002071432122749063,0.15407501020505407,0.29217595023908166,0.7639065356516695,0.015278130713033392,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.5906040268456376,0.8733333333333333,panda,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,cr_ik_minimal_no_shortcut,1,panda_trajectory_00_cr_ik_minimal_no_shortcut_r1,runs/panda_trajectory_00_cr_ik_minimal_no_shortcut_r1.jsonl.gz
150,True,True,1.0,1.0,150,150,240959456,1.2802965,3.13403525,4.46863179,,150,,{},1.0,1.0,0.0,0.00015737604995874472,0.0007503462609940943,0.0012993911669424293,0.005444764292784346,0.20916943682427253,0.6008339084571285,4.269507206240716,0.08539014412481431,0,1.0,1.1266666666666667,0.0,0.0,1.0,0.0,0.0,,0.5906040268456376,0.8733333333333333,panda,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,cr_ik_minimal_no_shortcut,2,panda_trajectory_00_cr_ik_minimal_no_shortcut_r2,runs/panda_trajectory_00_cr_ik_minimal_no_shortcut_r2.jsonl.gz
150,True,True,1.0,1.0,150,150,95851910,0.574982,0.8465979499999998,0.9020921899999997,,150,,{},1.0,1.0,0.0,0.00032632480517060794,0.0006250880639260022,0.0013394178497786102,0.005521862533909357,0.3263248051706079,0.2921757357560937,2.2245653632182965,0.044491307264365926,0,0.12666666666666668,0.12666666666666668,0.0,0.0,1.0,0.0,0.8733333333333333,0.353426,0.5906040268456376,0.8733333333333333,panda,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,cr_ik_minimal,0,panda_trajectory_00_cr_ik_minimal_r0,runs/panda_trajectory_00_cr_ik_minimal_r0.jsonl.gz
150,True,True,1.0,1.0,150,150,142616370,0.5727335,3.232723949999999,4.493322559999998,,150,,{},1.0,1.0,0.0,0.0001548436414431954,0.0005822943380938569,0.00020432677307549252,0.0062953730114229675,0.1548436414431954,0.2921757012709114,1.8942468396447505,0.03788493679289501,0,0.12666666666666668,0.25333333333333335,0.0,0.0,1.0,0.0,0.8733333333333333,0.353894,0.5906040268456376,0.8733333333333333,panda,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,cr_ik_minimal,1,panda_trajectory_00_cr_ik_minimal_r1,runs/panda_trajectory_00_cr_ik_minimal_r1.jsonl.gz
150,True,True,1.0,1.0,150,150,95134767,0.575717,0.8814871,1.1073512999999995,,150,,{},1.0,1.0,0.0,0.00015484488376963976,0.0006386606953504247,0.00020332281633453648,0.005028880851979048,0.15484488376963973,0.32824454951134974,1.3065654084260592,0.026131308168521182,0,0.12666666666666668,0.12666666666666668,0.0,0.0,1.0,0.0,0.8733333333333333,0.355607,0.5906040268456376,0.8733333333333333,panda,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,cr_ik_minimal,2,panda_trajectory_00_cr_ik_minimal_r2,runs/panda_trajectory_00_cr_ik_minimal_r2.jsonl.gz
150,True,True,1.0,1.0,150,150,870946287,5.661736,6.985813849999997,7.952178319999996,,150,,{},0.006666666666666667,0.9933333333333333,0.9933333333333333,1.4302690957244038e-05,4.0417813164406256e-05,0.00036214859270191534,0.00041158869383864404,0.04149917183670916,0.2927755616077373,0.7733128768323195,0.015466257536646391,0,1.0,6.0,0.01746323785158614,0.0238306791258243,0.006666666666666667,0.0,0.0,,,,panda,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,cr_ik,0,panda_trajectory_00_cr_ik_r0,runs/panda_trajectory_00_cr_ik_r0.jsonl.gz
