case_id,horizon,initialization,found_legal_continuation,pose_and_range_feasible,actual_rho,max_position_constraint_excess,max_orientation_constraint_excess,verified_frames,scope
state_14_candidate_00,1,hold,False,False,0.0,0.002781317166070613,-0.0044952970274860365,0,post-run read-only initial-path check; not an additional solver run
state_14_candidate_00,1,historical_prefix,True,True,0.1403547571588084,-0.000998553858720299,-0.008722713937403932,1,post-run read-only initial-path check; not an additional solver run
state_14_candidate_00,1,dls_prediction,True,True,0.1091124283595889,-0.0006905142432583162,-0.007904645368458675,1,post-run read-only initial-path check; not an additional solver run
state_14_candidate_00,5,hold,False,False,0.0,0.01785009504368755,0.013095004578094602,0,post-run read-only initial-path check; not an additional solver run
state_14_candidate_00,5,historical_prefix,True,True,0.1403547571588084,-0.0009982658556268482,-0.008721903225996011,5,post-run read-only initial-path check; not an additional solver run
state_14_candidate_00,5,dls_prediction,True,True,0.13225007416150517,-0.0005139715911563721,-0.007423915867452572,5,post-run read-only initial-path check; not an additional solver run
state_14_candidate_00,10,hold,False,False,0.0,0.036424985826552396,0.036444465724739715,0,post-run read-only initial-path check; not an additional solver run
state_14_candidate_00,10,historical_prefix,True,True,0.2041101119814691,-0.0009875474266595667,-0.008713879002600282,10,post-run read-only initial-path check; not an additional solver run
state_14_candidate_00,10,dls_prediction,True,True,0.13225007416150517,-0.0005139715911563721,-0.007423915867452572,10,post-run read-only initial-path check; not an additional solver run
state_14_candidate_00,30,hold,False,False,0.0,0.10398970087558848,0.1377896554641842,0,post-run read-only initial-path check; not an additional solver run
state_14_candidate_00,30,historical_prefix,True,True,0.9283431351955777,-0.0009875474266595667,-0.008713879002600282,30,post-run read-only initial-path check; not an additional solver run
state_14_candidate_00,30,dls_prediction,True,True,0.13225007416150517,-0.0005139715911563721,-0.007423915867452572,30,post-run read-only initial-path check; not an additional solver run
state_14_candidate_01,1,hold,False,False,0.0,0.002781317166070653,-0.004495297027486099,0,post-run read-only initial-path check; not an additional solver run
state_14_candidate_01,1,historical_prefix,True,True,0.14175389626070262,-0.0009983622239165537,-0.008722060879724016,1,post-run read-only initial-path check; not an additional solver run
state_14_candidate_01,1,dls_prediction,True,True,0.10917671621431004,-0.0006810594859858834,-0.007887141373921533,1,post-run read-only initial-path check; not an additional solver run
state_14_candidate_01,5,hold,False,False,0.0,0.017850095043687588,0.013095004578094557,0,post-run read-only initial-path check; not an additional solver run
state_14_candidate_01,5,historical_prefix,True,True,0.14175389626070262,-0.0009980932239965858,-0.008721219651388333,5,post-run read-only initial-path check; not an additional solver run
state_14_candidate_01,5,dls_prediction,True,True,0.135187458138804,-0.0004969879515435935,-0.007391292361667854,5,post-run read-only initial-path check; not an additional solver run
