frames,completion,deadline_completion,frame_success,frame_deadline_success,accepted_frames,deadline_frames,total_latency_ns,p50_ms,p95_ms,p99_ms,first_failure_frame,successful_prefix,first_failure_reason,failure_reasons,backup_rate,optimized_command_rate,changed_from_backup_rate,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,normalized_tolerance_p95,max_accepted_step_utilization,acceleration_rms,velocity_change_rms,accepted_contract_violations,robot,uid,method,repeat,family,run_id
150,True,True,1.0,1.0,150,150,206980478,1.348707,2.06845235,2.20369671,,150,,{},0.0,0.0,0.0,0.000999999992045484,0.000999999999995171,0.00872664612507448,0.008726646249933568,0.9999999939682901,0.15816369442533187,0.7672497260835156,0.015344994521670314,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,direct_sqp,0,planar_observation_scan,panda_8_direct_sqp_0
150,True,True,1.0,1.0,150,150,38458362,0.267521,0.27958525,0.31690478999999994,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,gn,2,planar_observation_scan,panda_8_gn_2
150,True,True,1.0,1.0,150,150,34524391,0.2392375,0.25198975,0.28880280999999985,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,relative,1,planar_observation_scan,panda_8_relative_1
150,True,True,1.0,1.0,150,150,34746888,0.241222,0.25318045,0.30551125999999995,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,relative,2,planar_observation_scan,panda_8_relative_2
150,True,True,1.0,1.0,150,150,187697932,1.299345,1.6184168,1.63228438,,150,,{},0.0,0.0,0.0,0.000999999992045484,0.000999999999995171,0.00872664612507448,0.008726646249933568,0.9999999939682901,0.15816369442533187,0.7672497260835156,0.015344994521670314,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,direct_sqp,2,planar_observation_scan,panda_8_direct_sqp_2
150,True,True,1.0,1.0,150,150,34649436,0.2401775,0.2523930999999999,0.29344196,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,fixed_qp2,1,planar_observation_scan,panda_8_fixed_qp2_1
150,True,True,1.0,1.0,150,150,34703335,0.2408035,0.25185375,0.3047945899999999,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,fixed_qp2,2,planar_observation_scan,panda_8_fixed_qp2_2
150,True,True,1.0,1.0,150,150,126638513,0.782355,1.4640466999999995,1.8346946899999992,,150,,{},0.0,0.0,0.0,0.0009912717884723904,0.0009997520432401038,0.0070121255559485,0.008528168802103156,0.9912717884723904,0.2686370239205131,5.730030770897147,0.11460061541794296,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,range_loss_matched,2,planar_observation_scan,panda_8_range_loss_matched_2
150,True,True,1.0,1.0,150,150,34807944,0.2410265,0.25272619999999996,0.30832854,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,relative,0,planar_observation_scan,panda_8_relative_0
150,True,True,1.0,1.0,150,150,38039989,0.265222,0.2747073,0.30695622999999966,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,gn,1,planar_observation_scan,panda_8_gn_1
150,True,True,1.0,1.0,150,150,38350233,0.267366,0.2775891,0.2955326599999999,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,gn,0,planar_observation_scan,panda_8_gn_0
150,True,True,1.0,1.0,150,150,34558287,0.2400255,0.25094085,0.2843727,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,fixed_qp1,0,planar_observation_scan,panda_8_fixed_qp1_0
150,True,True,1.0,1.0,150,150,34738332,0.2410265,0.2521236,0.2908143899999999,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,fixed_qp1,1,planar_observation_scan,panda_8_fixed_qp1_1
150,True,True,1.0,1.0,150,150,126329625,0.7684535,1.4755811999999988,1.833445889999999,,150,,{},0.0,0.0,0.0,0.0009912717884723904,0.0009997520432401038,0.0070121255559485,0.008528168802103156,0.9912717884723904,0.2686370239205131,5.730030770897147,0.11460061541794296,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,range_loss_matched,0,planar_observation_scan,panda_8_range_loss_matched_0
150,True,True,1.0,1.0,150,150,127547619,0.778999,1.4744495499999983,1.8165305899999997,,150,,{},0.0,0.0,0.0,0.0009912717884723904,0.0009997520432401038,0.0070121255559485,0.008528168802103156,0.9912717884723904,0.2686370239205131,5.730030770897147,0.11460061541794296,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,range_loss_matched,1,planar_observation_scan,panda_8_range_loss_matched_1
150,True,True,1.0,1.0,150,150,34645450,0.2397995,0.25173439999999997,0.31511655999999993,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,fixed_qp1,2,planar_observation_scan,panda_8_fixed_qp1_2
150,True,True,1.0,1.0,150,150,187450944,1.303342,1.6169987499999998,1.63096252,,150,,{},0.0,0.0,0.0,0.000999999992045484,0.000999999999995171,0.00872664612507448,0.008726646249933568,0.9999999939682901,0.15816369442533187,0.7672497260835156,0.015344994521670314,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,direct_sqp,1,planar_observation_scan,panda_8_direct_sqp_1
150,True,True,1.0,1.0,150,150,35208454,0.2427495,0.25763135,0.31512432999999973,,150,,{},0.0,0.0,0.0,0.0008642088340335159,0.0009803254874345354,1.3130739027127382e-05,1.4604061880602806e-05,0.8642088340335158,0.15873813997234387,2.2100040936275662,0.04420008187255133,0,panda,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,fixed_qp2,0,planar_observation_scan,panda_8_fixed_qp2_0
150,True,True,1.0,1.0,150,150,33894486,0.24157,0.25592974999999996,0.30832019999999993,,150,,{},0.0,0.0,0.0,0.0008127915223165238,0.0009665425361428413,6.596433960195056e-06,7.100022275994919e-06,0.8127915223165239,0.1188825891194671,2.4724432612199374,0.04944886522439875,0,panda,bea347b08a7612317eb21a8720d69d5eafaffce9d340f811f6d916f50fe13657,fixed_qp1,2,planar_observation_scan,panda_4_fixed_qp1_2
150,True,True,1.0,1.0,150,150,33910518,0.2422645,0.2578971,0.28892356999999996,,150,,{},0.0,0.0,0.0,0.0008127915223165238,0.0009665425361428413,6.596433960195056e-06,7.100022275994919e-06,0.8127915223165239,0.1188825891194671,2.4724432612199374,0.04944886522439875,0,panda,bea347b08a7612317eb21a8720d69d5eafaffce9d340f811f6d916f50fe13657,relative,0,planar_observation_scan,panda_4_relative_0
150,True,True,1.0,1.0,150,150,107828711,0.661051,1.1849622999999996,1.5669719299999987,,150,,{},0.0,0.0,0.0,0.0009941792858426375,0.0009997357822391563,0.00735932673501359,0.008683910645089709,0.9953346499844518,0.19210792996774906,4.392055388289633,0.08784110776579268,0,panda,bea347b08a7612317eb21a8720d69d5eafaffce9d340f811f6d916f50fe13657,range_loss_matched,0,planar_observation_scan,panda_4_range_loss_matched_0
150,True,True,1.0,1.0,150,150,37060611,0.2670485,0.2762244,0.2997765199999998,,150,,{},0.0,0.0,0.0,0.0008127915223165238,0.0009665425361428413,6.596433960195056e-06,7.100022275994919e-06,0.8127915223165239,0.1188825891194671,2.4724432612199374,0.04944886522439875,0,panda,bea347b08a7612317eb21a8720d69d5eafaffce9d340f811f6d916f50fe13657,gn,2,planar_observation_scan,panda_4_gn_2
150,True,True,1.0,1.0,150,150,33685841,0.2414835,0.25355635,0.2787824099999999,,150,,{},0.0,0.0,0.0,0.0008127915223165238,0.0009665425361428413,6.596433960195056e-06,7.100022275994919e-06,0.8127915223165239,0.1188825891194671,2.4724432612199374,0.04944886522439875,0,panda,bea347b08a7612317eb21a8720d69d5eafaffce9d340f811f6d916f50fe13657,fixed_qp2,2,planar_observation_scan,panda_4_fixed_qp2_2
150,True,True,1.0,1.0,150,150,33993493,0.243105,0.25862979999999997,0.28464003,,150,,{},0.0,0.0,0.0,0.0008127915223165238,0.0009665425361428413,6.596433960195056e-06,7.100022275994919e-06,0.8127915223165239,0.1188825891194671,2.4724432612199374,0.04944886522439875,0,panda,bea347b08a7612317eb21a8720d69d5eafaffce9d340f811f6d916f50fe13657,fixed_qp2,0,planar_observation_scan,panda_4_fixed_qp2_0
150,True,True,1.0,1.0,150,150,107299700,0.6677115,1.1622218999999998,1.576900179999999,,150,,{},0.0,0.0,0.0,0.0009941792858426375,0.0009997357822391563,0.00735932673501359,0.008683910645089709,0.9953346499844518,0.19210792996774906,4.392055388289633,0.08784110776579268,0,panda,bea347b08a7612317eb21a8720d69d5eafaffce9d340f811f6d916f50fe13657,range_loss_matched,2,planar_observation_scan,panda_4_range_loss_matched_2
