frames,completion,deadline_completion,frame_success,frame_deadline_success,accepted_frames,deadline_frames,total_latency_ns,p50_ms,p95_ms,p99_ms,first_failure_frame,successful_prefix,first_failure_reason,failure_reasons,backup_rate,optimized_command_rate,changed_from_backup_rate,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,normalized_tolerance_p95,max_accepted_step_utilization,acceleration_rms,velocity_change_rms,accepted_contract_violations,robot,method,repeat,uid,site_id,family,run_id,raw_file,zero_cost_verified_rate,optimization_rate,command_change_rate,mean_intervention
150,True,True,1.0,1.0,150,150,845512783,5.68962,5.845492650000001,6.0888419199999975,,150,,{},0.0,0.0,0.0,0.0004497947605235653,0.0005250596820009081,0.0005293283550898733,0.0006861372241154336,0.4497947605235653,0.6974500174399181,6.24905561891259,0.1249811123782518,0,panda,tar_old,0,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,trajectory_36,high_curvature,panda_trajectory_36_tar_old_r0,runs/panda_trajectory_36_tar_old_r0.jsonl.gz,0.0,1.0,1.0,2.1244884158637347e-10
150,False,False,0.8133333333333334,0.8133333333333334,122,122,144527141,1.014194,1.0373272,1.0552848799999999,122,122,position_tolerance,"{""position_tolerance"":3,""position_tolerance+orientation_tolerance"":25}",0.0,0.0,0.0,9.984185540956867e-05,0.0009854507257299875,0.00017101439037562848,0.003856113464443379,0.09984185540956866,0.9999999999999917,5.6003883010872,0.112007766021744,0,panda,pink_qp,1,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,panda_trajectory_14_pink_qp_r1,runs/panda_trajectory_14_pink_qp_r1.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,42641172,0.2020055,0.4838945999999968,1.5376604699999974,,150,,{},0.0,0.0,0.0,0.0006848354495381124,0.000884141703287334,0.005614563956715815,0.007133152301141755,0.7054824613597687,0.9999999999999968,14.551381812544141,0.2910276362508828,0,panda,trac_task_5ms,1,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,panda_trajectory_12_trac_task_5ms_r1,runs/panda_trajectory_12_trac_task_5ms_r1.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,120544423,0.6775915,1.0144400500000001,1.0217326500000001,,150,,{},0.0,0.0,0.0,0.0005677173587202358,0.0007579498335587986,0.0011728304235744187,0.0015253651884593329,0.5677173587202359,0.8084640822330211,8.516079573520747,0.17032159147041495,0,panda,pink_qp,2,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,trajectory_31,high_curvature,panda_trajectory_31_pink_qp_r2,runs/panda_trajectory_31_pink_qp_r2.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,740156457,5.0458965,7.509205549999998,9.278558349999997,,150,,{},1.0,0.0,0.0,0.0007445304335028172,0.0009185604095058739,0.005720785939448238,0.007161920842458735,0.7646083817825615,0.9999999999999968,18.921920350145253,0.3784384070029051,0,panda,tar_corrected,2,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trajectory_19,near_singular,panda_trajectory_19_tar_corrected_r2,runs/panda_trajectory_19_tar_corrected_r2.jsonl.gz,1.0,0.72,0.0,0.0
150,True,True,1.0,1.0,150,150,885691621,5.7347525,7.607553599999999,8.259967490000001,,150,,{},0.0,0.0,0.0,4.383532764118206e-05,0.0006887257421433321,9.15179183115139e-05,0.005927356493375409,0.04383532764118206,0.3542070220921063,2.3379810166772974,0.04675962033354595,0,panda,tar_old,0,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,trajectory_21,joint_limit_return,panda_trajectory_21_tar_old_r0,runs/panda_trajectory_21_tar_old_r0.jsonl.gz,0.0,1.0,1.0,2.6322501061661417e-10
150,True,True,1.0,1.0,150,150,593374700,3.6022585,5.09391925,5.1319655299999996,,150,,{},1.0,0.0,0.0,0.0002038793467611079,0.0008427445559862462,0.004857646406810163,0.0050697127639752655,0.5614110735676529,0.8741925757949637,4.744563936322769,0.09489127872645536,0,panda,tar_corrected,1,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,trajectory_23,joint_limit_return,panda_trajectory_23_tar_corrected_r1,runs/panda_trajectory_23_tar_corrected_r1.jsonl.gz,1.0,0.23333333333333334,0.0,0.0
150,True,False,1.0,0.9933333333333333,150,149,581930931,3.5630105,3.64962195,3.9302333699999985,,150,,{},1.0,0.0,0.0,4.740964433992525e-05,4.8107560321803264e-05,9.935694349777077e-05,0.00010084622459637882,0.04740964433992525,0.23827171434435965,0.5688726422222132,0.011377452844444264,0,panda,tar_corrected,1,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,trajectory_04,smooth,panda_trajectory_04_tar_corrected_r1,runs/panda_trajectory_04_tar_corrected_r1.jsonl.gz,1.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,26595147,0.1668435,0.23886304999999988,0.31762919999999933,,150,,{},0.0,0.0,0.0,0.0006586284418936233,0.0009371687454860337,0.0005953801065230078,0.003516801080493919,0.6586284418936234,0.901409143544683,7.423021691322885,0.14846043382645768,0,panda,trac_task_5ms,0,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,trajectory_32,high_curvature,panda_trajectory_32_trac_task_5ms_r0,runs/panda_trajectory_32_trac_task_5ms_r0.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,854156502,5.682344,5.79702745,5.935553549999999,,150,,{},0.0,0.0,0.0,0.00015484488387272266,0.00037137789319703385,0.0002033228150510824,0.003965903444035568,0.15484488387272263,0.29217595023568477,1.1856676393301235,0.023713352786602474,0,panda,tar_old,1,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,panda_trajectory_00_tar_old_r1,runs/panda_trajectory_00_tar_old_r1.jsonl.gz,0.0,1.0,1.0,2.463593294051788e-10
150,False,False,0.7666666666666667,0.7666666666666667,115,115,836535312,4.963589,8.65900935,9.3126444,115,115,non_finite_or_wrong_shape,"{""non_finite_or_wrong_shape"":35}",0.76,0.0,0.006666666666666667,0.0006418428593545183,0.0009999898071188986,0.002824825229766749,0.005794187122948732,0.6556081827326766,0.852211109781902,6.491270035185118,0.12982540070370233,0,panda,tar_corrected,0,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,panda_trajectory_14_tar_corrected_r0,runs/panda_trajectory_14_tar_corrected_r0.jsonl.gz,0.74,0.7733333333333333,0.0,0.0007792269460769084
150,True,True,1.0,1.0,150,150,136868804,0.998013,1.0122869,1.02617902,,150,,{},0.0,0.0,0.0,6.020510517497587e-05,0.0008902828189495468,0.00015477369165808934,0.0016677576618768775,0.06020510517497587,0.9999999999999981,14.61888794273332,0.2923777588546664,0,panda,pink_qp,2,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,trajectory_10,near_singular,panda_trajectory_10_pink_qp_r2,runs/panda_trajectory_10_pink_qp_r2.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,138573806,0.998899,1.01502135,1.0385789399999996,,150,,{},0.0,0.0,0.0,0.00031824342272854873,0.0004296914465371864,0.0007034220597511415,0.0009286616432391346,0.3182434227285487,0.8203786772072326,7.8431550889652755,0.1568631017793055,0,panda,pink_qp,0,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,trajectory_33,high_curvature,panda_trajectory_33_pink_qp_r0,runs/panda_trajectory_33_pink_qp_r0.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,542387035,3.5887715,3.7476544,3.9791432599999994,,150,,{},1.0,0.0,0.0,0.00014712260567840347,0.0007694851855411489,0.00027886685436905484,0.006275224567975039,0.14712260567840346,0.4106054959737462,2.5468085209080673,0.05093617041816135,0,panda,tar_corrected,1,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trajectory_20,joint_limit_return,panda_trajectory_20_tar_corrected_r1,runs/panda_trajectory_20_tar_corrected_r1.jsonl.gz,1.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,148618078,1.006924,1.02441215,1.0877176799999995,,150,,{},0.0,0.0,0.0,6.650916765900133e-05,6.786426212656493e-05,0.0001630572339018931,0.00016966095223483143,0.06650916765900132,0.2977665901787107,0.7304703424418265,0.01460940684883653,0,panda,pink_qp,2,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,trajectory_03,smooth,panda_trajectory_03_pink_qp_r2,runs/panda_trajectory_03_pink_qp_r2.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,100815602,0.656597,0.7196571499999999,1.0020974299999998,,150,,{},0.0,0.0,0.0,5.497180892041447e-05,5.625130842511484e-05,0.00011346396419525883,0.00011646755875917372,0.05497180892041447,0.3355238039504614,0.7364915305379321,0.014729830610758641,0,panda,pink_qp,2,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,trajectory_22,joint_limit_return,panda_trajectory_22_pink_qp_r2,runs/panda_trajectory_22_pink_qp_r2.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,854000474,5.6555755,5.9713859,6.172327199999999,,150,,{},0.0,0.0,0.0,0.00041182548692413046,0.000596605742152354,0.0012216194179540693,0.0024080115493483193,0.41182548692413046,0.24977309298249126,1.310115299381179,0.026202305987623582,0,panda,tar_old,0,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trajectory_15,near_singular,panda_trajectory_15_tar_old_r0,runs/panda_trajectory_15_tar_old_r0.jsonl.gz,0.0,1.0,1.0,1.5248720772855272e-10
150,False,False,0.7733333333333333,0.7733333333333333,116,116,202897715,0.1786215,5.240576399999999,5.2636686500000005,115,115,internal_nonconvergence+position_tolerance,"{""internal_nonconvergence+position_tolerance"":3,""internal_nonconvergence+position_tolerance+orientation_tolerance"":31}",0.0,0.0,0.0,0.0006409814057111282,0.0008982867313541023,0.005107095314747383,0.007797352857479212,0.6564263311462867,0.9880595113369318,7.9515159999844895,0.15903031999968978,0,panda,trac_task_5ms,1,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,near_singular,panda_trajectory_14_trac_task_5ms_r1,runs/panda_trajectory_14_trac_task_5ms_r1.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,871980600,5.678264,6.7900842,7.736062099999999,,150,,{},0.0,0.0,0.0,9.648115137364285e-05,0.0007941436706949031,9.939436715748636e-05,0.0058521936380640125,0.09648115137364285,0.3194467277845971,3.5826523173278484,0.07165304634655696,0,panda,tar_old,2,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,trajectory_03,smooth,panda_trajectory_03_tar_old_r2,runs/panda_trajectory_03_tar_old_r2.jsonl.gz,0.0,1.0,1.0,1.785837446987111e-09
150,True,True,1.0,1.0,150,150,26778460,0.168442,0.23847549999999992,0.3159550699999995,,150,,{},0.0,0.0,0.0,9.52544226266239e-05,0.0007028943948249204,9.88295903261338e-05,0.006106204423429489,0.0952544226266239,0.3244046094295612,1.620521719213491,0.03241043438426982,0,panda,trac_task_5ms,2,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,trajectory_03,smooth,panda_trajectory_03_trac_task_5ms_r2,runs/panda_trajectory_03_trac_task_5ms_r2.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,825961975,5.500734,5.7235958,6.035700269999998,,150,,{},0.0,0.0,0.22,0.00019960294495872686,0.0006644456537237568,0.004865383711264641,0.005947578434250359,0.5604670546639474,0.558893596079913,2.8199459828332243,0.056398919656664485,0,panda,tar_old,0,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,trajectory_23,joint_limit_return,panda_trajectory_23_tar_old_r0,runs/panda_trajectory_23_tar_old_r0.jsonl.gz,0.0,1.0,1.0,2.930208064106882e-05
150,True,True,1.0,1.0,150,150,537919915,3.5689895,3.6774283999999997,3.8392010599999997,,150,,{},1.0,0.0,0.0,0.00014578498199446086,0.0007603154632345039,0.0002771510143361789,0.0053507869189083545,0.14578498199446085,0.4106017160605563,2.06356443175743,0.04127128863514861,0,panda,tar_corrected,2,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trajectory_20,joint_limit_return,panda_trajectory_20_tar_corrected_r2,runs/panda_trajectory_20_tar_corrected_r2.jsonl.gz,1.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,148349475,1.0050935,1.0244034499999999,1.1103032099999994,,150,,{},0.0,0.0,0.0,7.425248087829055e-05,7.734503816024573e-05,0.00012854223641577472,0.0001311072540129082,0.07425248087829055,0.32418967985547387,0.8109637297348004,0.016219274594696007,0,panda,pink_qp,2,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,trajectory_21,joint_limit_return,panda_trajectory_21_pink_qp_r2,runs/panda_trajectory_21_pink_qp_r2.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,25490620,0.164072,0.19532004999999986,0.2963173899999996,,150,,{},0.0,0.0,0.0,0.00010478169850897279,0.00010635523289923272,5.662836864654074e-05,6.090517184192021e-05,0.10478169850897279,0.34885594358610283,0.7024395737454813,0.014048791474909623,0,panda,trac_task_5ms,1,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,trajectory_02,smooth,panda_trajectory_02_trac_task_5ms_r1,runs/panda_trajectory_02_trac_task_5ms_r1.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,25641634,0.1645875,0.19429579999999994,0.2642535999999998,,150,,{},0.0,0.0,0.0,0.0005390197637246122,0.0007399934778407922,0.0007435632992909235,0.0012002991148117662,0.5390197637246122,0.8245363423460945,8.584091012433275,0.1716818202486655,0,panda,trac_task_5ms,0,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,trajectory_31,high_curvature,panda_trajectory_31_trac_task_5ms_r0,runs/panda_trajectory_31_trac_task_5ms_r0.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,556238401,3.5681175,4.98857415,5.06439917,,150,,{},1.0,0.0,0.0,0.00024990362531420563,0.00044183771541443103,0.0024589337715884897,0.003530243007438564,0.32298246683488635,0.2529833291058218,1.274583141617417,0.025491662832348338,0,panda,tar_corrected,1,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,trajectory_29,joint_limit_return,panda_trajectory_29_tar_corrected_r1,runs/panda_trajectory_29_tar_corrected_r1.jsonl.gz,1.0,0.08,0.0,0.0
150,True,True,1.0,1.0,150,150,25775194,0.1657975,0.20625459999999993,0.2836520199999992,,150,,{},0.0,0.0,0.0,0.00044979476122853273,0.0005250596822020291,0.0005293283585707017,0.0006861372237728431,0.44979476122853274,0.6974500174037849,6.249055618891138,0.12498111237782275,0,panda,trac_task_5ms,0,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,trajectory_36,high_curvature,panda_trajectory_36_trac_task_5ms_r0,runs/panda_trajectory_36_trac_task_5ms_r0.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,710823297,4.989997,6.618666449999998,9.417938059999983,,150,,{},0.9866666666666667,0.0,0.006666666666666667,0.0007920345769946263,0.0009996366780154295,0.006025110138735653,0.0069084596571069015,0.7920345769946262,0.8678960539126537,14.537646168238316,0.2907529233647663,0,panda,tar_corrected,2,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,panda_trajectory_12_tar_corrected_r2,runs/panda_trajectory_12_tar_corrected_r2.jsonl.gz,0.9866666666666667,0.5933333333333334,0.006666666666666667,0.0008873086482058089
150,True,True,1.0,1.0,150,150,771220526,5.161177,5.4651209,5.72981173,,150,,{},0.0,0.0,0.5466666666666666,0.00011101370460614057,0.0005131763621256232,0.0008951240907974197,0.004788892499521988,0.11101370460614056,0.31971607702228466,1.2144650034351634,0.02428930006870327,0,panda,tar_old,0,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,trajectory_25,joint_limit_return,panda_trajectory_25_tar_old_r0,runs/panda_trajectory_25_tar_old_r0.jsonl.gz,0.0,1.0,1.0,7.378904630142805e-05
150,False,False,0.48,0.48,72,72,945774456,8.034676,8.3559944,9.555681159999983,72,72,non_finite_or_wrong_shape,"{""non_finite_or_wrong_shape"":78}",0.47333333333333333,0.0,0.006666666666666667,0.000163819780662969,0.0007677185867268841,0.001542177070473288,0.006758536633976202,0.23347540907298012,0.6399590331302496,5.183209352828308,0.10366418705656616,0,panda,tar_corrected,1,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,joint_limit_return,panda_trajectory_26_tar_corrected_r1,runs/panda_trajectory_26_tar_corrected_r1.jsonl.gz,0.46,0.5733333333333334,0.006666666666666667,3.98904660321066e-07
150,True,True,1.0,1.0,150,150,720907218,5.028605,7.781912799999995,9.159775389999995,,150,,{},0.9333333333333333,0.0,0.05333333333333334,0.000805483150712393,0.000980505028407601,0.006066790453722159,0.006892897026276645,0.8054831507123931,0.9999999999999968,14.101226222545584,0.2820245244509117,0,panda,tar_corrected,1,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,panda_trajectory_12_tar_corrected_r1,runs/panda_trajectory_12_tar_corrected_r1.jsonl.gz,0.9333333333333333,0.6,0.06666666666666667,0.00034388327807248655
150,True,True,1.0,1.0,150,150,26560018,0.168628,0.23415759999999988,0.2897702399999998,,150,,{},0.0,0.0,0.0,0.000534048304878504,0.000883459884535538,0.00045624005889000074,0.005733328337333621,0.534048304878504,0.7885792036048198,8.36685903692352,0.16733718073847043,0,panda,trac_task_5ms,0,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,trajectory_33,high_curvature,panda_trajectory_33_trac_task_5ms_r0,runs/panda_trajectory_33_trac_task_5ms_r0.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,655106632,4.42543,4.898392599999999,4.961079799999999,,150,,{},0.0,0.0,1.0,0.0004416559543070865,0.0007327889185746034,0.005414201952610942,0.008625915259542477,0.7299147202704491,0.6471503939884904,7.129288425877341,0.14258576851754684,0,panda,tar_old,1,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,trajectory_34,high_curvature,panda_trajectory_34_tar_old_r1,runs/panda_trajectory_34_tar_old_r1.jsonl.gz,0.0,1.0,1.0,0.02058304023799121
150,True,True,1.0,1.0,150,150,545756310,3.578657,3.7928816499999995,5.277664169999999,,150,,{},1.0,0.0,0.0,0.00045232176389674447,0.0007473264444237153,0.000544968717157535,0.005841075973964853,0.4805804641242706,0.6697235630696212,7.079510400360529,0.1415902080072106,0,panda,tar_corrected,2,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,trajectory_34,high_curvature,panda_trajectory_34_tar_corrected_r2,runs/panda_trajectory_34_tar_corrected_r2.jsonl.gz,1.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,25565491,0.162726,0.19638194999999972,0.32892466999999953,,150,,{},0.0,0.0,0.0,9.293995202462507e-05,9.532989152477082e-05,0.00012087610427929021,0.00012653534033979974,0.09293995202462507,0.3347424607869636,0.6781011520975225,0.013562023041950451,0,panda,trac_task_5ms,1,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,trajectory_24,joint_limit_return,panda_trajectory_24_trac_task_5ms_r1,runs/panda_trajectory_24_trac_task_5ms_r1.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,556940092,3.5831425,4.91585045,5.12088959,,150,,{},1.0,0.0,0.0,0.0001052776299757502,0.0003094691781309085,0.0004635831048080184,0.002567786607613312,0.1052776299757502,0.3197091196370736,0.7469876032325572,0.014939752064651144,0,panda,tar_corrected,2,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,trajectory_25,joint_limit_return,panda_trajectory_25_tar_corrected_r2,runs/panda_trajectory_25_tar_corrected_r2.jsonl.gz,1.0,0.07333333333333333,0.0,0.0
150,True,True,1.0,1.0,150,150,26216096,0.165146,0.23237254999999998,0.3484999999999994,,150,,{},0.0,0.0,0.0,6.32817157110765e-05,0.000811779797929744,0.00011318372271337344,0.0036256412192427452,0.06328171571107649,0.412277695994351,3.764072475119292,0.07528144950238584,0,panda,trac_task_5ms,0,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,panda_trajectory_06_trac_task_5ms_r0,runs/panda_trajectory_06_trac_task_5ms_r0.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,540282777,3.5624575,3.6906853500000003,4.635273269999985,,150,,{},1.0,0.0,0.0,0.00015407501020505408,0.00015741021665113033,0.00020213066385443618,0.0002071432122749063,0.15407501020505407,0.29217595023908166,0.7639065356516695,0.015278130713033392,0,panda,tar_corrected,0,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,panda_trajectory_00_tar_corrected_r0,runs/panda_trajectory_00_tar_corrected_r0.jsonl.gz,1.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,621269537,4.3073525,4.898421149999998,5.261712379999999,,150,,{},0.02,0.0,0.98,0.0009608561513246146,0.0009909370232126017,0.005221104550704254,0.00646639915366956,0.9608561513246145,0.999999999999996,15.770776706873201,0.31541553413746404,0,panda,tar_old,1,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trajectory_19,near_singular,panda_trajectory_19_tar_old_r1,runs/panda_trajectory_19_tar_old_r1.jsonl.gz,0.0,1.0,0.98,0.050988818350808644
150,True,True,1.0,1.0,150,150,26318366,0.1658095,0.23237415,0.26944639999999986,,150,,{},0.0,0.0,0.0,0.0007502964999309214,0.0009031684398899938,0.005050493752559041,0.006707296925081399,0.7638131672212443,0.30019987756352895,7.350328169441452,0.14700656338882906,0,panda,trac_task_5ms,1,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,trajectory_11,near_singular,panda_trajectory_11_trac_task_5ms_r1,runs/panda_trajectory_11_trac_task_5ms_r1.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,25752792,0.164182,0.21321139999999994,0.2848603499999998,,150,,{},0.0,0.0,0.0,0.00010363009223393061,0.0004909985927740608,8.687401001928119e-05,0.004040805514060504,0.1036300922339306,0.3418964830891346,1.8565495101494476,0.03713099020298896,0,panda,trac_task_5ms,0,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,trajectory_28,joint_limit_return,panda_trajectory_28_trac_task_5ms_r0,runs/panda_trajectory_28_trac_task_5ms_r0.jsonl.gz,0.0,0.0,0.0,0.0
150,True,True,1.0,1.0,150,150,620336985,4.374002,4.79477865,4.86826168,,150,,{},0.26666666666666666,0.0,0.7333333333333333,0.0009813095103403636,0.0009988778867181763,0.006817740412187002,0.008583899874695907,0.9813095103403636,0.31791622039285766,3.2394028524670233,0.06478805704934047,0,panda,tar_old,1,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,trajectory_03,smooth,panda_trajectory_03_tar_old_r1,runs/panda_trajectory_03_tar_old_r1.jsonl.gz,0.0,1.0,0.7333333333333333,0.05016644157981072
150,True,True,1.0,1.0,150,150,117587019,0.670562,1.026874,1.2105717599999988,,150,,{},0.0,0.0,0.0,1.797000187546975e-05,0.00016038028934607898,3.0249903259137738e-05,0.00024869876297512595,0.017970001875469748,0.9999999999999968,8.02606031186952,0.16052120623739038,0,panda,pink_qp,1,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trajectory_15,near_singular,panda_trajectory_15_pink_qp_r1,runs/panda_trajectory_15_pink_qp_r1.jsonl.gz,0.0,0.0,0.0,0.0
