input_id,robot,method,accepted_fraction,source_uids,source_methods,latency_mean_ms,continued_dual_calls,continued_dual_accepted_calls
016894bfe7220eb5304b71d9dc330e9a2a7872794dd09c7fb3f449f4be61911d,panda,single_gn_k0,0.0,"[""c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c""]","[""single_gn_k0""]",3.615864,0,0
016894bfe7220eb5304b71d9dc330e9a2a7872794dd09c7fb3f449f4be61911d,panda,single_gn_k1,0.0,"[""c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c""]","[""single_gn_k0""]",3.5915516666666667,0,0
016894bfe7220eb5304b71d9dc330e9a2a7872794dd09c7fb3f449f4be61911d,panda,task_balance_k0,1.0,"[""c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c""]","[""single_gn_k0""]",1.823033,3,3
016894bfe7220eb5304b71d9dc330e9a2a7872794dd09c7fb3f449f4be61911d,panda,task_balance_k1,1.0,"[""c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c""]","[""single_gn_k0""]",1.9127966666666667,3,3
016894bfe7220eb5304b71d9dc330e9a2a7872794dd09c7fb3f449f4be61911d,panda,balance_cached_k0,1.0,"[""c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c""]","[""single_gn_k0""]",1.639602,0,0
016894bfe7220eb5304b71d9dc330e9a2a7872794dd09c7fb3f449f4be61911d,panda,balance_cached_k1,1.0,"[""c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c""]","[""single_gn_k0""]",1.7521003333333331,0,0
016894bfe7220eb5304b71d9dc330e9a2a7872794dd09c7fb3f449f4be61911d,panda,balance_progress_k0,1.0,"[""c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c""]","[""single_gn_k0""]",1.5576773333333334,0,0
016894bfe7220eb5304b71d9dc330e9a2a7872794dd09c7fb3f449f4be61911d,panda,balance_progress_k1,1.0,"[""c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c""]","[""single_gn_k0""]",1.8197663333333332,0,0
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,single_gn_k0,0.0,"[""700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062""]","[""single_gn_osqp""]",3.8948446666666667,0,0
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,single_gn_k1,0.0,"[""700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062""]","[""single_gn_osqp""]",4.462574333333333,0,0
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,task_balance_k0,0.0,"[""700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062""]","[""single_gn_osqp""]",7.385288666666667,3,0
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,task_balance_k1,0.0,"[""700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062""]","[""single_gn_osqp""]",20.240250666666668,3,0
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,balance_cached_k0,0.0,"[""700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062""]","[""single_gn_osqp""]",4.0274833333333335,0,0
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,balance_cached_k1,0.0,"[""700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062""]","[""single_gn_osqp""]",11.619931,0,0
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,balance_progress_k0,0.0,"[""700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062""]","[""single_gn_osqp""]",3.8023263333333337,0,0
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,balance_progress_k1,0.0,"[""700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062""]","[""single_gn_osqp""]",3.771626,0,0
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,single_gn_k0,0.0,"[""e621fdc4f247e6d4f941602738d8470496c5f9695bfc622242db0628c871b460""]","[""single_gn_k0""]",3.8467496666666663,0,0
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,single_gn_k1,0.0,"[""e621fdc4f247e6d4f941602738d8470496c5f9695bfc622242db0628c871b460""]","[""single_gn_k0""]",3.2962746666666667,0,0
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,task_balance_k0,0.0,"[""e621fdc4f247e6d4f941602738d8470496c5f9695bfc622242db0628c871b460""]","[""single_gn_k0""]",20.20741466666667,3,0
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,task_balance_k1,0.0,"[""e621fdc4f247e6d4f941602738d8470496c5f9695bfc622242db0628c871b460""]","[""single_gn_k0""]",20.203288,3,0
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,balance_cached_k0,0.0,"[""e621fdc4f247e6d4f941602738d8470496c5f9695bfc622242db0628c871b460""]","[""single_gn_k0""]",14.636129,0,0
