slot,method,repeat,status,local_query_success,common_end_substitution_rad,assembled_last_step_rad,local_last_step_rad,interpretation
panda_cylinder_p0_u,B0,0,geometric_initialization_failed,False,0.0,0.12187499999999996,0.12187499999999996,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
panda_cylinder_p0_u,B0,1,geometric_initialization_failed,False,0.0,0.12187499999999996,0.12187499999999996,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
panda_cylinder_p0_u,B0,2,geometric_initialization_failed,False,0.0,0.12187499999999996,0.12187499999999996,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
panda_cylinder_p0_u,B1,0,no_verified_path_at_primary_checkpoint,True,0.7831625287946181,0.8061485911660796,0.05829442821546593,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
panda_cylinder_p0_u,B1,1,no_verified_path_at_primary_checkpoint,True,0.7831625287946181,0.8061485911660796,0.05829442821546593,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
panda_cylinder_p0_u,B1,2,no_verified_path_at_primary_checkpoint,True,0.7831625287946181,0.8061485911660796,0.05829442821546593,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
panda_cylinder_p0_u,G,0,no_verified_path_at_primary_checkpoint,True,0.7831625287946181,0.8061485911660796,0.05829442821546593,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
panda_cylinder_p0_u,G,1,no_verified_path_at_primary_checkpoint,True,0.7831625287946181,0.8061485911660796,0.05829442821546593,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
panda_cylinder_p0_u,G,2,no_verified_path_at_primary_checkpoint,True,0.7831625287946181,0.8061485911660796,0.05829442821546593,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
panda_cylinder_p0_v,B0,0,planner_feasible,True,0.16316147016227123,0.16079007630021697,0.012445121461006625,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
panda_cylinder_p0_v,B0,1,planner_feasible,True,0.16316147016227123,0.16079007630021697,0.012445121461006625,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
panda_cylinder_p0_v,B0,2,planner_feasible,True,0.16316147016227123,0.16079007630021697,0.012445121461006625,Infeasible endpoint-constrained spline guess can be rejected; not a live state overwrite or a verified path
